content_length,follower_count,ER,hour,description_score,hashtag_count,hashtag_quality_score,day_sin,day_cos,content_type_mixed,content_type_text,content_type_video
18,212922.0,0.05728388799654333,16,0.327,1.0,0.127,0.43388373911755823,-0.900968867902419,0,1,0
197,198944.0,0.06129865690847676,21,0.335,3.0,0.247,0.43388373911755823,-0.900968867902419,0,0,1
70,592877.0,0.020505096335327565,22,0.394,4.0,0.363,0.43388373911755823,-0.900968867902419,0,1,0
541,41897.0,0.2864882927178557,23,0.482,2.0,0.463,0.43388373911755823,-0.900968867902419,0,1,0
283,387761.0,0.031643202900755875,0,0.275,2.0,0.2,-0.433883739117558,-0.9009688679024191,0,1,0
363,739318.0,0.016534157155648856,4,0.358,3.0,0.313,-0.433883739117558,-0.9009688679024191,0,0,1
317,171543.0,0.0718828515299371,5,0.27,4.0,0.303,-0.433883739117558,-0.9009688679024191,0,0,0
585,520017.0,0.023362697757957913,5,0.237,3.0,0.229,-0.433883739117558,-0.9009688679024191,1,0,0
330,470889.0,0.025872339341118607,13,0.278,5.0,0.377,-0.433883739117558,-0.9009688679024191,0,1,0
332,14397.0,0.8311453775092033,13,0.172,4.0,0.303,-0.433883739117558,-0.9009688679024191,0,0,1
372,795907.0,0.015405066169791194,14,0.234,5.0,0.409,-0.433883739117558,-0.9009688679024191,1,0,0
300,266962.0,0.044998913703073844,15,0.307,0.0,0.0,-0.433883739117558,-0.9009688679024191,0,0,1
88,730769.0,0.01649358415586868,16,0.355,0.0,0.0,-0.433883739117558,-0.9009688679024191,0,0,0
187,515423.0,0.023419599047772414,17,0.225,4.0,0.37,-0.433883739117558,-0.9009688679024191,0,0,1
219,746586.0,0.016192374354729394,19,0.342,1.0,0.38,-0.433883739117558,-0.9009688679024191,0,0,0
358,601131.0,0.02013537814552901,20,0.226,5.0,0.345,-0.433883739117558,-0.9009688679024191,0,1,0
72,604642.0,0.020104458506025054,22,0.277,4.0,0.3,-0.433883739117558,-0.9009688679024191,0,0,1
121,189543.0,0.06353703381290789,0,0.293,2.0,0.3,-0.9749279121818236,-0.2225209339563146,0,1,0
177,131693.0,0.09180442392534151,3,0.218,2.0,0.307,-0.9749279121818236,-0.2225209339563146,0,0,1
112,248085.0,0.04884213072132535,4,0.197,3.0,0.229,-0.9749279121818236,-0.2225209339563146,0,0,0
130,506585.0,0.023966362999299228,5,0.236,3.0,0.238,-0.9749279121818236,-0.2225209339563146,0,0,1
379,123213.0,0.10018423380649769,6,0.296,3.0,0.309,-0.9749279121818236,-0.2225209339563146,0,0,1
38,940860.0,0.012896711519248347,7,0.291,3.0,0.247,-0.9749279121818236,-0.2225209339563146,0,0,1
175,567201.0,0.021375138619290163,7,0.293,4.0,0.3,-0.9749279121818236,-0.2225209339563146,0,0,0
406,251997.0,0.04829025742369949,8,0.208,4.0,0.367,-0.9749279121818236,-0.2225209339563146,0,1,0
175,185591.0,0.06473913066905183,10,0.348,1.0,0.14,-0.9749279121818236,-0.2225209339563146,0,0,1
173,429159.0,0.02850458687805685,12,0.157,4.0,0.43,-0.9749279121818236,-0.2225209339563146,0,1,0
148,335879.0,0.03638214952408456,16,0.207,4.0,0.307,-0.9749279121818236,-0.2225209339563146,0,0,0
198,272444.0,0.044611002628063015,16,0.296,5.0,0.409,-0.9749279121818236,-0.2225209339563146,0,0,0
398,154083.0,0.07889254492708475,19,0.204,1.0,0.127,-0.9749279121818236,-0.2225209339563146,1,0,0
180,971422.0,0.012400378002557076,21,0.159,1.0,0.1,-0.9749279121818236,-0.2225209339563146,0,0,1
239,154653.0,0.07812974853381441,21,0.526,2.0,0.187,-0.9749279121818236,-0.2225209339563146,0,0,1
319,941429.0,0.012766762018166001,23,0.283,5.0,0.356,-0.9749279121818236,-0.2225209339563146,0,0,1
166,106248.0,0.11593629997741134,23,0.318,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0,0,1
262,790803.0,0.015480467322455782,0,0.309,1.0,0.153,-0.7818314824680299,0.6234898018587334,0,0,1
127,244239.0,0.04993878946441805,9,0.346,2.0,0.193,-0.7818314824680299,0.6234898018587334,0,0,1
191,515120.0,0.023072293834446343,10,0.168,3.0,0.331,-0.7818314824680299,0.6234898018587334,0,0,1
569,103549.0,0.11617688244212884,13,0.44,3.0,0.42,-0.7818314824680299,0.6234898018587334,0,0,1
390,205663.0,0.059281445860461045,14,0.158,2.0,0.193,-0.7818314824680299,0.6234898018587334,0,0,1
18,649493.0,0.018571408775768176,17,0.341,5.0,0.353,-0.7818314824680299,0.6234898018587334,0,0,1
17,536441.0,0.02279281412121743,17,0.302,1.0,0.113,-0.7818314824680299,0.6234898018587334,0,0,0
71,335350.0,0.035783509765916204,18,0.265,5.0,0.356,-0.7818314824680299,0.6234898018587334,0,0,1
13,916726.0,0.013119514445974043,20,0.188,4.0,0.433,-0.7818314824680299,0.6234898018587334,0,0,1
67,122338.0,0.09794176788896336,20,0.208,3.0,0.34,-0.7818314824680299,0.6234898018587334,0,0,1
133,298895.0,0.040602887301560746,21,0.141,3.0,0.251,-0.7818314824680299,0.6234898018587334,0,0,0
61,396516.0,0.03039473816945596,23,0.147,5.0,0.359,-0.7818314824680299,0.6234898018587334,0,1,0
133,400963.0,0.02953389714262912,7,0.378,0.0,0.0,0.0,1.0,0,0,1
220,998440.0,0.012209046111934617,8,0.356,5.0,0.475,0.0,1.0,0,0,1
354,83784.0,0.1443831757853528,9,0.28,1.0,0.153,0.0,1.0,0,0,1
138,730385.0,0.016428322049330146,10,0.409,2.0,0.32,0.0,1.0,0,0,1
74,334284.0,0.0363014682126575,13,0.185,2.0,0.44,0.0,1.0,1,0,0
155,907428.0,0.013392798106296037,14,0.364,4.0,0.38,0.0,1.0,0,0,0
169,749118.0,0.016148323762077536,17,0.349,4.0,0.37,0.0,1.0,0,0,1
133,383809.0,0.031401035410842375,20,0.301,4.0,0.377,0.0,1.0,0,0,1
172,100644.0,0.11952028933667183,21,0.268,0.0,0.0,0.0,1.0,0,0,1
169,955716.0,0.012675313586881459,21,0.3,0.0,0.0,0.0,1.0,0,0,1
156,950014.0,0.012778759049866634,23,0.088,5.0,0.369,0.0,1.0,0,0,1
212,832067.0,0.014685115501516103,23,0.248,3.0,0.347,0.0,1.0,0,1,0
55,324324.0,0.03703395370062037,23,0.343,3.0,0.242,0.0,1.0,0,0,1
48,953670.0,0.01285140562248996,1,0.216,2.0,0.173,0.7818314824680298,0.6234898018587336,0,0,1
587,288969.0,0.041208572545844015,3,0.337,4.0,0.323,0.7818314824680298,0.6234898018587336,0,0,1
164,291275.0,0.04102652132864132,3,0.152,1.0,0.14,0.7818314824680298,0.6234898018587336,0,0,1
64,857854.0,0.014264665082869579,3,0.316,0.0,0.0,0.7818314824680298,0.6234898018587336,0,0,1
181,732971.0,0.01640446893533305,5,0.276,1.0,0.113,0.7818314824680298,0.6234898018587336,0,1,0
74,302484.0,0.04049800981208924,6,0.317,0.0,0.0,0.7818314824680298,0.6234898018587336,0,0,1
186,824584.0,0.014589174662617756,9,0.398,4.0,0.363,0.7818314824680298,0.6234898018587336,0,0,1
426,105548.0,0.11536931064539356,9,0.238,1.0,0.113,0.7818314824680298,0.6234898018587336,0,0,1
387,61406.0,0.1963326059342735,9,0.308,5.0,0.483,0.7818314824680298,0.6234898018587336,0,0,0
458,113079.0,0.1068456565763758,10,0.354,2.0,0.193,0.7818314824680298,0.6234898018587336,0,0,1
97,693348.0,0.017478957175905894,12,0.375,0.0,0.0,0.7818314824680298,0.6234898018587336,0,0,0
211,594139.0,0.019980172989822246,12,0.131,4.0,0.37,0.7818314824680298,0.6234898018587336,0,0,1
109,583027.0,0.020712591355117344,12,0.191,1.0,0.127,0.7818314824680298,0.6234898018587336,0,0,0
107,860412.0,0.01400375633998596,13,0.173,4.0,0.367,0.7818314824680298,0.6234898018587336,0,0,0
195,990153.0,0.012161756819400639,13,0.438,0.0,0.0,0.7818314824680298,0.6234898018587336,0,0,0
483,516305.0,0.02321689698918275,16,0.123,3.0,0.407,0.7818314824680298,0.6234898018587336,0,1,0
75,657684.0,0.018522573150631612,16,0.278,4.0,0.287,0.7818314824680298,0.6234898018587336,0,0,1
441,169580.0,0.0720898690883359,16,0.348,2.0,0.32,0.7818314824680298,0.6234898018587336,0,0,0
128,944144.0,0.012869858835092953,17,0.195,3.0,0.429,0.7818314824680298,0.6234898018587336,0,0,1
336,476589.0,0.02598675168751272,18,0.371,3.0,0.322,0.7818314824680298,0.6234898018587336,0,0,1
61,459027.0,0.02629257102523381,19,0.163,3.0,0.233,0.7818314824680298,0.6234898018587336,0,0,1
299,439263.0,0.027812495020067704,19,0.296,2.0,0.16,0.7818314824680298,0.6234898018587336,0,0,0
167,344527.0,0.03551245620807658,19,0.255,3.0,0.238,0.7818314824680298,0.6234898018587336,0,0,0
84,119920.0,0.10042528352234824,23,0.369,4.0,0.377,0.7818314824680298,0.6234898018587336,0,0,1
454,485775.0,0.02497658380937677,0,0.262,0.0,0.0,0.9749279121818236,-0.22252093395631434,0,0,0
60,158475.0,0.07540621549140243,1,0.124,1.0,0.1,0.9749279121818236,-0.22252093395631434,0,0,1
56,436722.0,0.027811742939444314,1,0.254,2.0,0.18,0.9749279121818236,-0.22252093395631434,0,0,0
199,178367.0,0.06853285641402278,3,0.258,3.0,0.344,0.9749279121818236,-0.22252093395631434,0,0,1
141,381613.0,0.03126203771884081,10,0.23,2.0,0.193,0.9749279121818236,-0.22252093395631434,1,0,0
546,233080.0,0.05208941136090613,10,0.162,5.0,0.367,0.9749279121818236,-0.22252093395631434,0,0,1
282,886543.0,0.013835764311488558,10,0.355,2.0,0.167,0.9749279121818236,-0.22252093395631434,0,0,1
155,604584.0,0.019959178542601194,10,0.323,1.0,0.1,0.9749279121818236,-0.22252093395631434,0,0,1
528,906486.0,0.013372517611965326,14,0.168,5.0,0.417,0.9749279121818236,-0.22252093395631434,0,1,0
384,509484.0,0.023680822165171037,18,0.338,4.0,0.377,0.9749279121818236,-0.22252093395631434,0,1,0
474,709732.0,0.01704023490556999,23,0.246,2.0,0.173,0.9749279121818236,-0.22252093395631434,1,0,0
160,611594.0,0.020001831280228387,23,0.332,5.0,0.412,0.9749279121818236,-0.22252093395631434,0,0,1
91,689362.0,0.017677214583919625,1,0.193,3.0,0.26,0.43388373911755823,-0.900968867902419,0,0,1
383,136516.0,0.08952064226903807,2,0.405,3.0,0.251,0.43388373911755823,-0.900968867902419,0,0,1
163,661825.0,0.018541155139198427,4,0.282,3.0,0.224,0.43388373911755823,-0.900968867902419,0,0,0
65,383055.0,0.03171085092219133,7,0.269,0.0,0.0,0.43388373911755823,-0.900968867902419,0,0,1
504,230696.0,0.05286177480320422,9,0.361,4.0,0.39,0.43388373911755823,-0.900968867902419,1,0,0
590,712685.0,0.016920518882816392,13,0.198,5.0,0.42,0.43388373911755823,-0.900968867902419,0,0,0
172,822892.0,0.014724897070332437,13,0.179,3.0,0.233,0.43388373911755823,-0.900968867902419,1,0,0
355,599988.0,0.020328739908131496,14,0.213,3.0,0.34,0.43388373911755823,-0.900968867902419,0,0,0
457,545649.0,0.021885864356023743,15,0.18,5.0,0.423,0.43388373911755823,-0.900968867902419,1,0,0
125,756303.0,0.015856078846705618,16,0.352,5.0,0.372,0.43388373911755823,-0.900968867902419,0,0,1
210,216059.0,0.05615132903512467,19,0.315,5.0,0.361,0.43388373911755823,-0.900968867902419,0,0,1
107,510668.0,0.023543672209733135,22,0.114,4.0,0.3,0.43388373911755823,-0.900968867902419,0,0,1
142,290785.0,0.041212579741045786,2,0.207,1.0,0.153,-0.433883739117558,-0.9009688679024191,0,0,0
148,459740.0,0.02591029712446165,3,0.284,1.0,0.087,-0.433883739117558,-0.9009688679024191,0,0,0
465,361024.0,0.033296955327069666,3,0.357,0.0,0.0,-0.433883739117558,-0.9009688679024191,0,0,1
274,719110.0,0.016788808388146458,4,0.294,1.0,0.113,-0.433883739117558,-0.9009688679024191,0,0,1
41,433041.0,0.027962710228361748,6,0.337,0.0,0.0,-0.433883739117558,-0.9009688679024191,0,0,1
56,905010.0,0.013356758488856476,7,0.21,5.0,0.42,-0.433883739117558,-0.9009688679024191,0,0,1
113,793715.0,0.015143974852434438,10,0.282,0.0,0.0,-0.433883739117558,-0.9009688679024191,0,0,1
31,964508.0,0.012604353722312308,10,0.324,2.0,0.193,-0.433883739117558,-0.9009688679024191,0,0,0
337,174684.0,0.06879279155503652,10,0.201,1.0,0.407,-0.433883739117558,-0.9009688679024191,0,0,0
19,647327.0,0.01874168696810113,12,0.302,1.0,0.127,-0.433883739117558,-0.9009688679024191,0,1,0
67,24744.0,0.48258163595215003,15,0.268,2.0,0.193,-0.433883739117558,-0.9009688679024191,0,0,1
166,951572.0,0.012625424035175479,15,0.173,1.0,0.14,-0.433883739117558,-0.9009688679024191,0,0,1
403,343433.0,0.035150961031700505,17,0.187,2.0,0.32,-0.433883739117558,-0.9009688679024191,0,1,0
355,45314.0,0.2680407820982478,21,0.301,4.0,0.31,-0.433883739117558,-0.9009688679024191,0,0,1
95,86300.0,0.1436848203939745,21,0.36,5.0,0.377,-0.433883739117558,-0.9009688679024191,0,0,1
151,255143.0,0.04748709547195103,22,0.217,5.0,0.412,-0.433883739117558,-0.9009688679024191,0,0,1
452,80351.0,0.1493696407014225,1,0.27,5.0,0.473,-0.9749279121818236,-0.2225209339563146,0,0,0
17,625812.0,0.01949307459748295,4,0.433,4.0,0.357,-0.9749279121818236,-0.2225209339563146,0,0,1
131,579280.0,0.020869009805275514,6,0.228,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0,0,1
106,663016.0,0.01870844745828155,9,0.305,4.0,0.293,-0.9749279121818236,-0.2225209339563146,0,0,1
46,648011.0,0.018726533963158033,9,0.22,5.0,0.369,-0.9749279121818236,-0.2225209339563146,0,0,1
177,760650.0,0.015722079800170905,10,0.193,2.0,0.307,-0.9749279121818236,-0.2225209339563146,0,0,1
490,615702.0,0.019514310494362534,16,0.395,2.0,0.16,-0.9749279121818236,-0.2225209339563146,1,0,0
94,112303.0,0.10831411449382475,17,0.195,1.0,0.113,-0.9749279121818236,-0.2225209339563146,0,0,1
187,740411.0,0.016461127670982737,18,0.368,2.0,0.3,-0.9749279121818236,-0.2225209339563146,0,0,0
52,885491.0,0.013796865241995684,18,0.148,5.0,0.407,-0.9749279121818236,-0.2225209339563146,0,0,1
382,804535.0,0.015075789120423599,19,0.273,5.0,0.361,-0.9749279121818236,-0.2225209339563146,0,0,1
114,312323.0,0.039427131527297064,20,0.243,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0,0,1
259,422073.0,0.028724888822549654,21,0.371,2.0,0.433,-0.9749279121818236,-0.2225209339563146,0,1,0
197,652501.0,0.018662040364689096,22,0.199,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0,0,0
257,353214.0,0.03368779266959973,22,0.107,3.0,0.238,-0.9749279121818236,-0.2225209339563146,0,0,1
374,401613.0,0.03040489227191351,0,0.336,2.0,0.207,-0.7818314824680299,0.6234898018587334,0,0,1
393,871340.0,0.01416324282140152,0,0.243,3.0,0.256,-0.7818314824680299,0.6234898018587334,1,0,0
99,113804.0,0.10503145759375769,1,0.317,0.0,0.0,-0.7818314824680299,0.6234898018587334,1,0,0
249,192531.0,0.06139790475300082,4,0.268,4.0,0.37,-0.7818314824680299,0.6234898018587334,1,0,0
30,408541.0,0.029326309966441557,6,0.339,3.0,0.264,-0.7818314824680299,0.6234898018587334,1,0,0
83,408181.0,0.029771106445424945,7,0.199,4.0,0.3,-0.7818314824680299,0.6234898018587334,0,0,1
260,868090.0,0.01403310716630764,7,0.306,2.0,0.16,-0.7818314824680299,0.6234898018587334,0,0,1
63,941928.0,0.013106097281320865,10,0.299,4.0,0.303,-0.7818314824680299,0.6234898018587334,0,0,0
132,420645.0,0.029107679872576637,10,0.295,1.0,0.087,-0.7818314824680299,0.6234898018587334,1,0,0
33,741372.0,0.01639123139260722,11,0.251,0.0,0.0,-0.7818314824680299,0.6234898018587334,0,0,0
101,336151.0,0.03669184384398678,12,0.238,4.0,0.377,-0.7818314824680299,0.6234898018587334,0,0,0
11,333820.0,0.035665927745491585,14,0.356,5.0,0.367,-0.7818314824680299,0.6234898018587334,0,1,0
186,685915.0,0.017200381971527085,15,0.234,1.0,0.127,-0.7818314824680299,0.6234898018587334,0,0,0
136,311530.0,0.03944403428241261,15,0.281,0.0,0.0,-0.7818314824680299,0.6234898018587334,0,0,1
576,280821.0,0.04279950573496996,15,0.378,2.0,0.187,-0.7818314824680299,0.6234898018587334,0,0,0
181,743721.0,0.016362318665198373,17,0.107,4.0,0.357,-0.7818314824680299,0.6234898018587334,0,0,1
416,865140.0,0.01404165799754953,18,0.287,5.0,0.468,-0.7818314824680299,0.6234898018587334,0,0,1
97,407703.0,0.029570545225323337,18,0.322,5.0,0.364,-0.7818314824680299,0.6234898018587334,1,0,0
149,625572.0,0.019554903352451837,18,0.224,4.0,0.423,-0.7818314824680299,0.6234898018587334,0,0,1
573,315032.0,0.037812031793595574,23,0.383,3.0,0.331,-0.7818314824680299,0.6234898018587334,0,0,1
59,180060.0,0.06620570920804177,0,0.232,2.0,0.307,0.0,1.0,0,0,1
340,183056.0,0.06566296652390526,0,0.163,5.0,0.481,0.0,1.0,0,0,1
151,162396.0,0.07495258503904037,1,0.399,0.0,0.0,0.0,1.0,0,0,1
196,311971.0,0.0386574393132695,2,0.425,2.0,0.193,0.0,1.0,0,0,1
462,750486.0,0.0159163528700069,3,0.278,0.0,0.0,0.0,1.0,0,0,0
111,66197.0,0.18298412314757467,4,0.385,5.0,0.465,0.0,1.0,1,0,0
176,110984.0,0.10950227059756361,4,0.438,1.0,0.68,0.0,1.0,0,0,1
71,289855.0,0.0415621603905401,7,0.117,1.0,0.38,0.0,1.0,0,0,1
280,259346.0,0.04643217940511903,7,0.205,3.0,0.336,0.0,1.0,0,0,1
349,524982.0,0.023273178889942892,8,0.214,3.0,0.26,0.0,1.0,1,0,0
516,951010.0,0.012661275906667649,9,0.384,3.0,0.34,0.0,1.0,0,0,1
126,966233.0,0.012321044716957504,9,-0.016,2.0,0.3,0.0,1.0,0,0,1
419,398318.0,0.030734237468555275,11,0.414,5.0,0.356,0.0,1.0,0,0,1
44,242904.0,0.049859203636004344,13,0.259,4.0,0.437,0.0,1.0,0,1,0
413,478100.0,0.02542773478351809,14,0.244,0.0,0.0,0.0,1.0,1,0,0
368,194901.0,0.06249326581187372,14,0.33,3.0,0.247,0.0,1.0,0,1,0
174,430539.0,0.028157727871342665,16,0.115,1.0,0.38,0.0,1.0,0,0,1
148,494446.0,0.024148238634754855,19,0.299,1.0,0.407,0.0,1.0,0,0,1
599,766862.0,0.015808580944159444,19,0.239,2.0,0.313,0.0,1.0,0,0,1
515,76487.0,0.16030175062428909,20,0.14,5.0,0.369,0.0,1.0,0,0,1
156,779145.0,0.015541394733971212,23,0.245,1.0,0.113,0.0,1.0,0,0,0
199,708131.0,0.017270815710652407,0,0.123,0.0,0.0,0.7818314824680298,0.6234898018587336,0,0,1
527,508522.0,0.023792480954609632,0,0.205,1.0,0.14,0.7818314824680298,0.6234898018587336,0,0,1
328,433633.0,0.028069819409500662,1,0.214,1.0,0.127,0.7818314824680298,0.6234898018587336,0,0,1
358,771820.0,0.015358503277966366,5,0.348,3.0,0.256,0.7818314824680298,0.6234898018587336,0,1,0
76,394747.0,0.030667744150050538,7,0.23,2.0,0.313,0.7818314824680298,0.6234898018587336,0,0,1
193,409747.0,0.02965732512989723,8,0.301,4.0,0.377,0.7818314824680298,0.6234898018587336,0,0,1
79,504222.0,0.02397158394516701,9,0.206,1.0,0.113,0.7818314824680298,0.6234898018587336,0,0,1
584,808973.0,0.014906554359663425,11,0.326,2.0,0.18,0.7818314824680298,0.6234898018587336,0,1,0
229,24207.0,0.5032015532697154,12,0.401,1.0,0.113,0.7818314824680298,0.6234898018587336,0,0,1
127,735281.0,0.01657461569114393,15,0.15,0.0,0.0,0.7818314824680298,0.6234898018587336,0,1,0
280,257060.0,0.047389714463549365,16,0.237,1.0,0.113,0.7818314824680298,0.6234898018587336,0,0,1
397,337092.0,0.03547102868059758,17,0.155,4.0,0.373,0.7818314824680298,0.6234898018587336,0,0,1
394,661647.0,0.01828165169644841,19,0.327,0.0,0.0,0.7818314824680298,0.6234898018587336,0,1,0
598,99399.0,0.12306964858801396,21,0.216,4.0,0.367,0.7818314824680298,0.6234898018587336,0,1,0
135,889545.0,0.013593466322670578,21,0.231,3.0,0.242,0.7818314824680298,0.6234898018587336,0,0,1
178,764440.0,0.015968552142745018,5,0.16,1.0,0.367,0.9749279121818236,-0.22252093395631434,0,0,1
309,713785.0,0.017176040404323432,5,0.18,1.0,0.367,0.9749279121818236,-0.22252093395631434,0,1,0
409,286944.0,0.042046531727445074,10,0.24,2.0,0.207,0.9749279121818236,-0.22252093395631434,0,0,1
70,965001.0,0.012468380861781491,12,0.299,3.0,0.416,0.9749279121818236,-0.22252093395631434,0,0,0
569,860187.0,0.01419110030725877,12,0.206,5.0,0.356,0.9749279121818236,-0.22252093395631434,0,0,1
140,986189.0,0.012238019284335964,12,0.279,0.0,0.0,0.9749279121818236,-0.22252093395631434,0,0,1
150,191549.0,0.0640149517877932,13,0.297,0.0,0.0,0.9749279121818236,-0.22252093395631434,0,0,1
191,114927.0,0.10659810140349961,15,0.137,1.0,0.127,0.9749279121818236,-0.22252093395631434,0,0,1
222,145036.0,0.08398604484403872,15,0.186,2.0,0.32,0.9749279121818236,-0.22252093395631434,0,0,1
158,290230.0,0.042190676360128174,15,0.292,4.0,0.575,0.9749279121818236,-0.22252093395631434,0,0,1
66,456367.0,0.02617191865318921,15,0.243,0.0,0.0,0.9749279121818236,-0.22252093395631434,0,0,0
238,921178.0,0.013040910660046158,16,0.257,1.0,0.153,0.9749279121818236,-0.22252093395631434,0,0,1
183,336467.0,0.0363274853105951,17,0.31,0.0,0.0,0.9749279121818236,-0.22252093395631434,0,0,1
566,686118.0,0.017467840808723864,18,0.187,5.0,0.423,0.9749279121818236,-0.22252093395631434,0,0,1
42,192235.0,0.06406741748380888,20,0.265,5.0,0.372,0.9749279121818236,-0.22252093395631434,0,0,1
253,507223.0,0.02352614136188619,20,0.196,4.0,0.377,0.9749279121818236,-0.22252093395631434,0,0,0
42,860143.0,0.01416741169782234,0,0.332,0.0,0.0,0.43388373911755823,-0.900968867902419,0,1,0
106,111705.0,0.10922519135222238,3,0.159,0.0,0.0,0.43388373911755823,-0.900968867902419,0,0,1
237,485850.0,0.024945970978697128,4,0.319,3.0,0.247,0.43388373911755823,-0.900968867902419,0,0,0
22,683683.0,0.017762618055443824,4,0.299,2.0,0.453,0.43388373911755823,-0.900968867902419,0,0,1
176,744427.0,0.016255455538286494,5,0.318,0.0,0.0,0.43388373911755823,-0.900968867902419,0,1,0
139,464691.0,0.026230333705623738,6,0.248,4.0,0.367,0.43388373911755823,-0.900968867902419,1,0,0
82,73071.0,0.16293741703274897,8,0.431,1.0,0.1,0.43388373911755823,-0.900968867902419,1,0,0
114,120797.0,0.09978724637201256,8,0.394,2.0,0.18,0.43388373911755823,-0.900968867902419,0,0,1
57,921278.0,0.013125245582766547,13,0.193,2.0,0.3,0.43388373911755823,-0.900968867902419,0,1,0
181,125183.0,0.09694607095212608,13,0.202,4.0,0.303,0.43388373911755823,-0.900968867902419,0,0,1
81,636200.0,0.01900345803206539,14,0.299,5.0,0.375,0.43388373911755823,-0.900968867902419,0,0,1
253,230415.0,0.051459323394744266,18,0.26,4.0,0.367,0.43388373911755823,-0.900968867902419,1,0,0
478,86632.0,0.1404215532366793,18,0.115,1.0,0.1,0.43388373911755823,-0.900968867902419,0,0,1
147,374990.0,0.032662204325448675,21,0.403,4.0,0.435,0.43388373911755823,-0.900968867902419,0,0,0
474,287324.0,0.04235288385237571,22,0.203,0.0,0.0,0.43388373911755823,-0.900968867902419,1,0,0
504,72644.0,0.1633995925334508,23,0.298,2.0,0.18,0.43388373911755823,-0.900968867902419,0,0,1
88,279480.0,0.04296192929726635,23,0.366,0.0,0.0,0.43388373911755823,-0.900968867902419,0,0,0
59,385695.0,0.03161046941235951,1,0.13,4.0,0.367,-0.433883739117558,-0.9009688679024191,0,0,1
192,622188.0,0.019735192578448957,5,0.247,4.0,0.31,-0.433883739117558,-0.9009688679024191,1,0,0
541,143752.0,0.08491012298959319,8,0.175,0.0,0.0,-0.433883739117558,-0.9009688679024191,0,0,1
