,content_type,content_length,comments_count,follower_count,ER,day,hour,description_score,hashtag_count,desciption_word_count
1963,1,99,210,113804,10.50314575937577,3,1,0.22000000000000003,0,19
1978,1,249,195,192531,6.139790475300082,3,4,0.025000000000000005,4,19
1985,1,30,220,408541,2.9326309966441557,3,6,-0.024242424242424253,3,35
1994,3,83,195,408181,2.9771106445424946,3,7,-0.022023809523809522,4,16
1995,3,260,200,868090,1.4033107166307641,3,7,0.35,2,13
2001,0,63,183,941928,1.3106097281320865,3,10,0.3,4,15
2002,1,132,200,420645,2.9107679872576635,3,10,-0.023371212121212084,1,25
2006,0,33,223,741372,1.639123139260722,3,11,-0.024999999999999994,0,21
2009,0,101,219,336151,3.669184384398678,3,12,0.0,4,19
2012,2,11,206,333820,3.5665927745491586,3,14,0.43333333333333335,5,16
2016,0,186,182,685915,1.7200381971527086,3,15,-0.26666666666666666,1,26
2019,3,136,203,311530,3.944403428241261,3,15,0.1708333333333333,0,18
2020,0,576,206,280821,4.279950573496996,3,15,0.24444444444444446,2,26
2025,3,181,210,743721,1.6362318665198372,3,17,-0.1,4,8
2027,3,416,188,865140,1.404165799754953,3,18,0.26666666666666666,5,12
2031,1,97,177,407703,2.9570545225323337,3,18,-0.05833333333333334,5,33
2033,3,149,221,625572,1.9554903352451838,3,18,0.09999999999999999,4,13
2035,3,573,204,315032,3.7812031793595575,3,23,0.21428571428571427,3,27
2037,3,59,197,180060,6.620570920804177,1,0,0.13333333333333336,2,15
2039,3,340,197,183056,6.566296652390526,1,0,0.0,5,10
2043,3,151,189,162396,7.495258503904037,1,1,0.21071428571428572,0,30
2048,3,196,200,311971,3.8657439313269504,1,2,0.28769841269841273,2,33
2053,0,462,200,750486,1.5916352870006902,1,3,0.19999999999999998,0,15
2055,1,111,199,66197,18.298412314757467,1,4,0.5125,5,18
2059,3,176,200,110984,10.950227059756362,1,4,0.45,1,25
2066,3,71,182,289855,4.15621603905401,1,7,-0.425,1,18
2068,3,280,186,259346,4.643217940511903,1,7,0.08214285714285716,3,13
2074,1,349,200,524982,2.327317888994289,1,8,-0.14666666666666664,3,19
2077,3,516,194,951010,1.2661275906667648,1,9,0.1571428571428571,3,28
2078,3,126,201,966233,1.2321044716957503,1,9,-0.6999999999999998,2,13
2086,3,419,203,398318,3.0734237468555277,1,11,0.2888888888888889,5,35
2087,2,44,179,242904,4.985920363600434,1,13,-0.1,4,26
2090,1,413,197,478100,2.5427734783518092,1,14,0.028571428571428574,0,18
2092,2,368,218,194901,6.249326581187372,1,14,0.2380952380952381,3,20
2095,3,174,175,430539,2.8157727871342666,1,16,-0.25,1,12
2102,3,148,198,494446,2.4148238634754855,1,19,0.0,1,25
2105,3,599,196,766862,1.5808580944159445,1,19,0.041666666666666664,2,15
2110,3,515,213,76487,16.03017506242891,1,20,-0.14583333333333334,5,9
2122,0,156,195,779145,1.5541394733971212,1,23,0.049999999999999996,1,18
2126,3,199,211,708131,1.7270815710652407,5,0,-0.03333333333333333,0,7
2132,3,527,190,508522,2.379248095460963,5,0,0.0,1,15
2135,3,328,210,433633,2.8069819409500663,5,1,0.1,1,11
2145,2,358,218,771820,1.5358503277966367,5,5,0.016269841269841268,3,32
2150,3,76,187,394747,3.066774415005054,5,7,0.06666666666666667,2,14
2151,3,193,210,409747,2.965732512989723,5,8,0.08888888888888889,4,22
2157,3,79,200,504222,2.3971583945167008,5,9,0.007579365079365075,1,16
2161,2,584,224,808973,1.4906554359663424,5,11,0.22777777777777777,2,21
2172,2,127,195,735281,1.657461569114393,5,15,-0.24666666666666665,0,18
2173,3,280,196,257060,4.738971446354936,5,16,0.09,1,14
2175,3,397,192,337092,3.547102868059758,5,17,0.0,4,10
2181,2,394,174,661647,1.8281651696448409,5,19,0.1,0,24
2190,2,598,206,99399,12.306964858801397,5,21,-0.19444444444444445,4,22
2191,3,135,203,889545,1.3593466322670578,5,21,-0.12291666666666667,3,21
2210,3,178,216,764440,1.5968552142745018,6,5,0.0,1,12
2212,2,309,204,713785,1.7176040404323432,6,5,-0.25,1,20
2229,3,409,197,286944,4.204653172744507,6,10,0.0,2,19
2236,0,70,205,965001,1.2468380861781492,6,12,0.17301587301587304,3,18
2237,3,569,198,860187,1.419110030725877,6,12,-0.075,5,14
2238,3,140,201,986189,1.2238019284335964,6,12,0.26071428571428573,0,15
2239,3,150,192,191549,6.401495178779321,6,13,0.05000000000000001,0,24
2255,3,191,222,114927,10.659810140349961,6,15,0.0,1,6
2256,3,222,226,145036,8.398604484403872,6,15,0.05000000000000001,2,10
2257,3,158,197,290230,4.219067636012817,6,15,0.1733333333333333,4,18
2258,0,66,187,456367,2.617191865318921,6,15,0.1,0,17
2259,3,238,188,921178,1.3040910660046157,6,16,0.31666666666666665,1,8
2267,3,183,213,336467,3.6327485310595096,6,17,0.0325,0,25
2269,3,566,213,686118,1.7467840808723865,6,18,-0.075,5,13
2278,3,42,188,192235,6.406741748380888,6,20,0.0,5,21
2280,0,253,180,507223,2.352614136188619,6,20,-0.024999999999999994,4,13
2290,2,42,190,860143,1.4167411697822339,4,0,0.375,0,15
2299,3,106,178,111705,10.922519135222238,4,3,-0.06666666666666667,0,11
2300,0,237,196,485850,2.494597097869713,4,4,-0.02698412698412698,3,32
2301,3,22,215,683683,1.7762618055443824,4,4,0.07500000000000001,2,22
2303,2,176,178,744427,1.6255455538286494,4,5,0.225,0,21
2308,1,139,191,464691,2.6230333705623736,4,6,0.12083333333333333,4,16
2314,1,82,196,73071,16.293741703274897,4,8,0.31,1,31
2315,3,114,204,120797,9.978724637201255,4,8,0.3916666666666666,2,24
2327,2,57,194,921278,1.3125245582766547,4,13,0.0,2,12
2328,3,181,223,125183,9.694607095212609,4,13,0.0,4,13
2330,3,81,169,636200,1.900345803206539,4,14,0.19444444444444445,5,20
2345,1,253,180,230415,5.1459323394744265,4,18,0.0875,4,18
2346,3,478,181,86632,14.042155323667929,4,18,-0.04375,1,9
2353,0,147,212,374990,3.2662204325448676,4,21,0.21292517006802725,4,33
2356,1,474,209,287324,4.235288385237571,4,22,0.06000000000000001,0,13
2359,3,504,188,72644,16.33995925334508,4,23,0.125,2,22
2362,0,88,219,279480,4.296192929726636,4,23,0.1392857142857143,0,41
2368,3,59,192,385695,3.161046941235951,0,1,0.0,4,7
2378,1,192,210,622188,1.9735192578448957,0,5,0.11666666666666665,4,15
2385,3,541,200,143752,8.491012298959319,0,8,0.0,0,11
2388,0,192,203,138259,8.758923469719873,0,9,0.35,4,16
2393,2,92,193,855689,1.423998672414861,0,11,0.04285714285714286,3,23
2405,3,140,184,349516,3.491685645292347,0,16,0.25,0,11
2412,1,191,190,352152,3.3431586360435266,0,19,-0.033333333333333326,5,19
2416,3,325,194,190561,6.318186827315138,0,20,0.13636363636363635,0,16
2417,3,87,201,378529,3.203453368169942,0,20,0.2357142857142857,2,11
2422,0,398,178,981598,1.2316651011921376,0,21,-0.2,5,20
2441,3,183,197,401787,3.009305925776593,2,3,0.111875,4,25
2446,0,33,209,229917,5.324530156534749,2,5,0.14242424242424243,0,33
2447,3,23,192,457203,2.649151471009595,2,5,0.26833333333333337,1,27
2453,0,154,183,842671,1.4233312882489133,2,7,0.39999999999999997,3,11
2455,3,78,196,210573,5.7229559345215195,2,8,-0.0861111111111111,4,29
2461,2,171,203,79123,15.22439745712372,2,12,0.3111111111111111,0,30
2465,3,593,211,243118,4.9519163533757276,2,14,0.04097222222222222,2,15
2466,1,337,201,293910,4.124391820625362,2,14,0.025,3,22
2470,3,62,205,352987,3.432421024003717,2,16,0.0,0,18
2477,0,344,183,69273,17.350194159340578,2,19,0.0,5,12
2478,0,459,173,790338,1.5357986076843073,2,19,0.16,3,25
2480,3,386,202,104101,11.753969702500457,2,19,0.4000000000000001,5,14
2481,0,188,198,292308,4.163074565184669,2,19,0.0,4,13
2483,3,594,198,489496,2.459672806315067,2,20,0.0,3,10
2484,3,449,227,156533,7.677614304970836,2,20,0.07261904761904761,1,36
2490,0,105,204,530170,2.2679517890487957,2,21,0.0,5,12
2491,3,491,209,982469,1.2062467110921566,2,22,0.3,2,14
2495,0,551,216,688213,1.78389539285076,2,22,0.05,3,33
2500,0,54,215,250410,4.7733716704604445,3,0,0.196875,1,11
2501,3,84,182,276945,4.349600101103107,3,0,0.20555555555555557,3,18
2510,3,257,193,630832,1.8998719151850256,3,3,0.25,0,18
2515,3,56,196,470591,2.5501975175895844,3,4,0.05555555555555555,4,16
2518,2,155,202,725943,1.7424233032070011,3,6,0.011111111111111113,2,20
2530,3,52,199,954715,1.2545105083716084,3,11,0.6,1,15
2547,3,150,222,170512,7.199493290794782,3,17,0.09999999999999999,4,18
2552,3,134,177,302367,3.9574424457695447,3,20,0.11875000000000001,3,23
2561,3,40,200,569431,2.1245769900128373,3,23,0.1875,4,37
2569,0,491,220,218099,5.497961934717719,1,1,-0.17152777777777778,0,12
2571,3,410,225,148745,8.155568254395105,1,3,0.2619047619047619,4,18
2598,3,52,208,345036,3.5271681795522785,1,12,0.25833333333333336,2,25
2609,3,162,192,616318,1.957431066429992,1,15,0.10833333333333334,2,26
2625,2,587,220,162399,7.428001403949532,1,22,0.05555555555555555,1,7
2627,3,110,196,383399,3.1617192533105203,1,23,-0.07005050505050504,5,22
2634,0,103,213,141174,8.483148455097963,5,2,-0.075,0,16
2641,1,175,208,580441,2.0990936201956787,5,5,0.2,1,18
2642,3,164,202,282378,4.29424388585513,5,5,0.1,5,29
2645,3,164,177,918128,1.318007946604395,5,7,-0.05892857142857143,3,29
2646,3,40,207,672385,1.7940614380154227,5,7,0.0,0,10
2649,3,61,195,371284,3.245763350965838,5,8,0.056818181818181816,2,34
2653,3,515,199,226111,5.355776587605203,5,9,0.5,1,20
2657,3,475,203,494178,2.421597076357102,5,11,0.042857142857142864,5,39
2658,3,139,222,650534,1.8444846848896443,5,11,-0.07708333333333334,5,15
2663,2,119,189,354366,3.457160111297359,5,12,0.0625,4,27
2665,3,365,207,133981,9.169956934192161,5,13,-0.19999999999999993,5,10
2672,3,125,211,623002,1.9471847602415402,5,15,0.18333333333333335,3,30
2677,3,171,223,812793,1.4926309650796696,5,17,0.11212121212121212,4,27
2679,3,44,191,908473,1.3311347723047355,5,18,0.18333333333333332,3,10
2688,3,136,212,996769,1.2273656183127686,5,21,0.0,4,9
2692,1,519,212,231822,5.194934044223586,5,23,0.21999999999999997,0,19
2697,3,544,184,798501,1.5213506307443572,6,1,0.0,3,10
2705,1,166,179,119370,10.009215045656363,6,3,0.09666666666666666,2,12
2708,0,163,199,271659,4.479512918769487,6,6,0.0,4,13
2716,2,88,206,468000,2.564102564102564,6,7,-0.6999999999999998,2,6
2719,0,164,196,917542,1.3039185127220334,6,7,0.012500000000000004,3,24
2720,3,194,205,375782,3.219685881708011,6,8,-0.1,0,8
2722,3,64,208,619140,1.9323577866072295,6,8,-0.1232142857142857,5,27
2723,3,416,185,510288,2.366310789201392,6,10,0.0,0,11
2725,0,543,210,970605,1.2630266689332943,6,10,0.0,3,16
2737,3,16,217,167887,7.191742064602977,6,15,-0.22083333333333333,0,28
2743,3,67,224,85033,14.482612632742583,6,18,1.0,2,6
2746,3,29,186,218992,5.464126543435377,6,20,0.1333333333333333,5,33
2753,3,425,195,922140,1.3258290498188996,6,22,0.08674242424242423,1,35
2759,3,91,184,64843,19.099979951575342,4,0,0.0,4,19
2761,3,409,228,789188,1.5736427822014527,4,0,-0.15555555555555556,1,14
2763,2,67,191,45892,26.455591388477295,4,0,0.32222222222222224,4,11
2767,0,90,199,80911,15.032566647303828,4,1,-0.027777777777777776,0,7
2772,3,43,196,85034,14.250770280123245,4,2,0.15,5,30
2774,3,187,201,419745,2.8171866252129267,4,3,0.1,2,13
2777,3,49,221,109047,11.22818601153631,4,3,-0.0625,2,24
2784,1,120,184,974567,1.2410639802086465,4,5,0.15416666666666665,4,9
2790,0,173,204,243750,4.94974358974359,4,8,-0.3166666666666667,2,23
2798,3,382,177,391362,3.033508618619079,4,9,0.0,4,11
2804,3,95,222,344818,3.507357504538626,4,11,0.3,0,16
2814,1,54,195,712693,1.6956810295597122,4,14,0.07857142857142857,4,23
2815,3,156,219,547896,2.1982274008205938,4,14,0.018750000000000003,5,20
2820,1,553,243,781337,1.5620660483248585,4,17,0.05,1,15
2827,1,120,196,602670,2.0052433338311184,4,19,0.0325,5,21
2831,3,400,208,105124,11.541608005783646,4,20,-0.028125000000000004,5,26
2838,3,183,200,648184,1.868913765227158,4,22,-0.1851851851851852,0,23
2841,0,22,181,604654,2.0350481432356355,4,23,-0.024999999999999994,3,20
2847,3,351,216,482560,2.5076674403183024,0,1,0.2,3,10
2849,3,275,182,87433,13.93524184232498,0,2,0.1,2,15
2856,3,396,238,835795,1.4789511782195395,0,4,0.1,3,9
2858,3,65,204,523862,2.3292393798366744,0,5,0.16,1,33
2864,3,122,195,54566,22.22079683319283,0,7,-0.06666666666666667,4,20
2865,3,84,192,962526,1.2416287975597542,0,7,0.08650793650793652,1,30
2866,3,233,200,614778,1.9491588833692814,0,7,0.3869047619047619,1,23
2873,3,354,192,162399,7.324552491086768,0,9,0.20000000000000004,4,13
2874,0,472,216,350590,3.4299323996691293,0,9,-0.2,1,13
2877,3,339,200,986965,1.2066284012097692,0,10,-0.03333333333333335,4,24
2880,3,61,205,702609,1.7154633658265122,0,11,0.09375,0,10
2885,3,358,204,520372,2.3118077067943705,0,13,0.03333333333333333,5,18
2886,3,185,181,918519,1.3165759227626213,0,13,0.20925925925925923,1,29
2887,3,138,180,66195,18.271772792506987,0,13,0.0,4,7
2895,0,52,202,769646,1.5770886875264734,0,18,0.0,1,16
2896,3,24,207,949201,1.2833951923775893,0,19,-0.1,0,28
2901,3,61,187,794492,1.5047351011715662,0,20,0.07291666666666667,5,13
2903,0,351,204,764784,1.576785079185757,0,21,0.3,4,7
2908,3,223,193,715895,1.6657470718471283,0,22,-0.017857142857142856,1,18
2909,0,148,218,584048,2.0674670575021232,0,22,0.275,3,17
2913,0,51,198,676553,1.786704071964798,2,0,0.375,1,22
2916,3,25,194,887205,1.3754431050320952,2,1,0.05,2,12
2920,3,42,215,985183,1.2358110117612666,2,2,0.08,4,9
2925,3,10,209,483253,2.4970357142118105,2,3,0.06818181818181818,0,21
2926,3,75,224,937020,1.2923950395936052,2,3,0.21428571428571427,3,26
2927,3,166,198,732713,1.6352923996162207,2,3,0.12166666666666667,0,24
2930,3,14,216,376109,3.2644791802376436,2,6,0.16666666666666666,5,18
2932,3,57,201,906944,1.3545489026885893,2,7,0.3666666666666667,5,13
2935,3,150,207,750045,1.6069702484517594,2,8,-0.03333333333333333,1,21
2936,3,219,174,808449,1.498919536049893,2,8,0.0,0,9
2938,3,42,207,140130,8.631984585741812,2,8,0.11111111111111112,2,20
2939,3,275,186,658472,1.8702389775115722,2,9,0.15714285714285714,0,22
2949,3,170,225,709214,1.7327633126249624,2,11,0.22752976190476193,3,34
2953,3,179,205,976420,1.2397329018250343,2,12,-0.03888888888888889,5,19
2956,3,389,200,707305,1.7186362318943031,2,13,-0.4,2,9
2963,3,31,192,130033,9.439142371551837,2,16,0.125,4,16
2976,3,85,214,792358,1.5312522874761156,2,19,0.14557823129251699,4,40
2979,3,262,178,723956,1.679245700014918,2,20,0.10533333333333335,0,24
2982,3,501,193,638445,1.9444118130770855,2,21,0.011904761904761904,2,17
2986,0,22,191,428829,2.8300324838105633,2,22,0.39999999999999997,5,13
2988,3,103,206,921484,1.3139674698638284,2,23,0.25,1,14
2998,3,377,213,228484,5.265576583043014,3,1,0.2,4,9
2999,0,399,218,872326,1.388357105027249,3,2,0.15208333333333335,2,28
3008,2,92,199,367247,3.3143905872614345,3,5,0.03968253968253968,5,14
3010,2,140,189,535841,2.2588790331460267,3,6,0.24345238095238098,3,33
3016,0,168,185,759897,1.5973217422887578,3,9,0.25,0,12
3019,1,92,198,753940,1.605963339257766,3,10,0.26249999999999996,4,20
3025,3,141,203,936979,1.3055788870401577,3,11,0.0,4,19
3034,3,263,195,666465,1.8027953455920416,3,14,0.175,4,14
3035,0,117,233,488633,2.5033102553450135,3,14,0.3340909090909091,1,24
3038,3,154,196,59280,20.38124156545209,3,16,0.0,5,23
3040,3,330,210,885987,1.3651441838311398,3,16,0.175,1,29
3043,0,151,211,678719,1.782033507239373,3,18,0.05,3,29
3044,1,101,188,783422,1.5547176362164965,3,18,0.02499999999999998,5,27
3048,1,178,191,979700,1.2454833112177197,3,19,-0.06666666666666667,1,22
3055,2,181,228,999510,1.201888925573531,3,21,0.11607142857142858,3,18
3060,3,240,215,655402,1.8713705481521266,3,22,0.11572871572871574,4,34
3064,1,147,217,867785,1.4046105890283884,1,0,0.39999999999999997,1,11
3069,3,145,225,366324,3.2853430296677253,1,2,0.0,5,18
3071,3,84,197,174327,6.942126004577605,1,3,0.28935185185185186,2,24
3072,3,55,196,628306,1.927404799572183,1,4,-0.12962962962962962,4,22
3073,1,101,220,46107,26.093651723165678,1,4,-0.06333333333333332,3,27
3089,3,104,216,680377,1.7746043737516113,1,11,0.014814814814814817,5,31
3094,2,389,202,538207,2.235385269979766,1,13,-0.03333333333333333,0,14
3096,2,56,194,854601,1.403578980132249,1,13,0.0,3,10
3097,1,81,191,250197,4.785828766931658,1,13,0.0,3,16
3100,1,581,207,152481,7.847535102734112,1,14,0.225,1,20
3101,3,109,216,273559,4.400147682949565,1,15,0.05,1,37
3112,1,34,201,498109,2.440429705144858,1,19,0.095,1,35
3116,3,351,178,517570,2.334949861854435,1,20,-0.07583333333333334,1,20
3138,1,78,183,68508,17.58188824662813,5,2,0.1,5,28
3144,3,94,211,534956,2.263924509679301,5,4,0.22142857142857142,1,20
3146,3,536,187,841683,1.4417541996214727,5,4,0.06818181818181818,0,9
3150,3,167,182,289052,4.218272144804395,5,6,0.05,1,24
3168,3,320,213,206556,5.9465713898410115,5,11,-0.37499999999999994,5,17
3169,3,87,235,347200,3.532258064516129,5,13,-0.2,0,17
3173,3,157,195,74894,15.90781638048442,5,14,-0.05555555555555555,4,11
3175,2,65,209,460918,2.629968888175337,5,14,-0.06666666666666667,3,10
3192,3,581,205,860869,1.3783746423671894,5,20,0.24727272727272726,4,27
3195,3,243,190,575993,2.0774558024142653,6,1,0.5,3,15
3197,3,446,229,61166,19.87378609031161,6,2,-0.1,0,11
3201,1,141,189,505810,2.4094027401593485,6,4,-0.3,3,10
3204,3,171,186,769423,1.5839141798464562,6,4,0.027676767676767678,1,18
3213,0,106,205,964729,1.253408988430948,6,7,0.06875000000000002,0,22
3227,3,304,209,345985,3.4342529300403197,6,11,0.08333333333333333,3,17
3249,3,175,204,693557,1.7470806292777665,6,17,0.4,0,12
3255,3,20,193,777686,1.534552505767109,6,20,0.10000000000000002,3,33
3257,1,430,200,74563,16.229228974156083,6,20,0.39999999999999997,4,17
3260,0,547,192,971568,1.2370724437198426,6,21,0.375,2,20
3263,2,210,202,462508,2.628927499632439,6,22,0.22833333333333333,5,27
3268,0,176,198,515627,2.3301727799358836,4,0,0.0,5,17
3270,3,218,173,180771,6.680828230191789,4,1,0.2,4,19
3275,1,141,202,66006,18.143805108626488,4,4,0.02,1,29
3297,0,190,230,243703,4.946594830592976,4,9,-0.2,2,12
3302,1,46,206,997039,1.238968585983096,4,11,0.2138888888888889,3,28
3304,3,497,181,620427,1.9486579404184536,4,12,-0.5,5,21
3308,3,463,196,139354,8.617621309757881,4,13,-0.4,2,16
3309,0,273,188,100027,12.112729563017984,4,14,0.0,4,14
3318,3,379,194,584542,2.1009610943268404,4,17,0.14444444444444446,3,19
3319,0,432,196,968786,1.2452698531977133,4,18,0.018055555555555557,5,22
3321,2,189,221,308531,3.9244030583636653,4,19,0.175,4,12
3324,3,174,212,980353,1.2252729374011198,4,19,-0.09166666666666666,0,22
3325,3,575,202,86930,13.900839756125619,4,20,0.09166666666666667,1,12
3331,3,30,200,466345,2.574488844096109,4,23,0.17008928571428572,5,34
3335,3,163,175,92226,13.261986858369657,0,1,0.049603174603174614,0,25
3338,3,73,210,608466,2.0058639266614735,0,1,6.938893903907228e-18,3,25
3345,2,80,197,738050,1.6311902987602465,0,3,0.15116883116883117,5,18
3347,3,38,192,887875,1.3504153174714908,0,4,0.21666666666666667,2,23
3348,1,462,210,253279,4.74457021703339,0,4,0.0,0,8
3351,3,292,193,782941,1.5347261160164047,0,5,0.1422222222222222,4,23
3352,3,97,193,298738,4.0533845710957435,0,5,-0.014351851851851853,0,35
3353,3,418,198,246676,4.90319285216235,0,5,-0.175,1,22
3359,0,278,197,890164,1.3502006371859567,0,7,0.0,2,22
3365,3,189,220,279841,4.275999585478897,0,9,0.0,4,7
3372,1,75,191,585442,2.1201075426771565,0,10,0.20909090909090908,2,25
3373,3,76,165,221132,5.384114465568077,0,10,0.09999999999999999,0,12
3378,3,168,206,770388,1.5953000306339145,0,11,0.1,5,29
3379,1,507,222,812480,1.5008369436786135,0,11,0.3,0,26
3386,3,379,200,738900,1.6316145621870348,0,14,0.03333333333333333,2,16
3390,0,573,195,149874,8.01673405660755,0,14,-0.025297619047619048,1,30
3408,3,18,203,499077,2.4288837193459125,0,19,0.0375,3,21
3411,3,110,214,853155,1.403379221829562,0,20,0.525,4,8
3426,3,133,224,864578,1.406582170723752,2,1,0.08148148148148149,5,14
3438,2,127,174,598447,2.018558034378984,2,6,0.2333333333333333,4,22
3439,3,104,230,967271,1.2552841964661403,2,6,-0.024999999999999994,0,15
3440,1,507,201,999920,1.1998959916793344,2,7,0.18055555555555558,4,25
3444,0,552,210,615974,2.0072275777873743,2,8,-0.06666666666666667,1,23
3449,3,72,177,151715,7.949774247767196,2,10,0.022222222222222237,1,16
3457,3,64,190,685014,1.7541247332171315,2,12,-0.020833333333333336,2,13
3462,3,545,199,723012,1.662074765010816,2,14,0.14947916666666666,3,23
3465,3,536,178,562312,2.1596551380728135,2,15,-0.1486111111111111,2,29
3467,0,331,218,123107,9.8719000544242,2,16,0.2,2,11
3468,2,30,228,161563,7.495528060261322,2,16,0.1257936507936508,1,31
3472,3,18,209,831360,1.477338337182448,2,18,-0.06428571428571428,0,37
3474,3,148,186,718973,1.6666828935161682,2,19,0.1416666666666667,4,25
3487,1,41,181,316601,3.807315832862183,3,2,0.016666666666666663,4,39
3495,1,48,210,822065,1.460346809558855,3,4,0.175,3,28
3498,2,120,181,370560,3.2577720207253886,3,5,-0.09999999999999999,0,14
